Aster,1TV5DTtWDi3zmCaXx5yxu5rDmnpaLgkiCZKJQhPDKpJ,0.0,0.0
Aster,0xFfb9ed248CC6cc6fe14ef98b7cD5Fd864C8c3EB1,591.3787,0.02069825
Aster,EW1Kx9KhdV6pR4Jz3F2yZDG591yPY2a4dRm6vipEURGL,122616.22475,4.2915674
Aster,0xC47333c7043550129C78c060af2181491B4aad94,0.0,0.0
Aster,WeSuKwyfwZmMMqRGnnoht7sYf2zKzCxh5HaxLdULoP9,18276.4017,0.63967386
Aster,4Dp7a1Jk1Zt2UQaQguMXyyp5cjw4U8Dn4WMGzYaRpEni,0.0,0.0
Aster,0xC96452f374b9464d43658e4f327B0d3E88B6329d,0.0,0.0
Aster,3eLzre9kZx47BgNwXF3r37AaoN7hhbyjZBmYCXw74zdq,727524.64845,25.4633613
Aster,0x29595d974c1641A7d757d72209E6CD97793aF5f1,0.0,0.0
Aster,9qmV4oqQEDp5VbYc6NqJady4ePA9MWC1ZhASXZ9F8NDu,0.0,0.0
Aster,3wcoshKHVdtjAosFbbQfXCdQKDnvGxigNTctp9jytRtT,0.0,0.0
Aster,CFN4thgv1EL7p21vk28DirDbntLd3HQfkiJg7fQTBE2Y,32153.547717,1.12537413
Aster,0x1b7B4286ef4D4A0536DC82E004C6EDfece4f97AB,1242.189365,0.04046392
Aster,0x34FAFBaB555bFA7e9872D40c141BF7C87f7af871,0.0,0.0
Aster,0x464769971D59310F67eF88E1b5322D163b018d5B,0.0,0.0
Aster,0xA5e9E7898E40C6a7e6a06c134F213EA88cD9c584,0.0,0.0
Aster,HuTvzDdsUbdEYix3fuBR8RBtwk9FhHXkRfcxNX6x6sp3,0.0,0.0
Aster,0xCec10883242D6758f2e8356eD9167249682C9BeD,0.0,0.0
Aster,0x71856326bCb10AfF67EEd7Bf7a2B95d4A35d92a8,0.0,0.0
Aster,0xab789d539DFEB0FB58b81713A16A11aa202f0fD3,0.0,0.0
Aster,0x2a45b84f87961A76a54CF67E02be6cdEAD966baD,55463.7701,1.46839558
Aster,4yAKLeA68psErYw7CHtqMPALRZmbgjjCkPvcbiEH5CQZ,0.0,0.0
Aster,0xaB170742a31D3ae60b90F70e515ebBe8A3aC7e7C,0.0,0.0
Aster,0x65B8Eb53478368AEc9eb41e130A3434A8fE4773d,358417.522179,12.54460525
Aster,0x84196E3DDC96F302753573c406B4263a79AF713a,0.0,0.0
Aster,BzgBpbQ3exWaV5Sg2VNcatucPhAUCYGTUxLh54S48Ex6,8483.199651,0.29197947
Aster,0x24079AFAE18855f741DFa445B10082eF27A8C608,23794.66901,0.83281338
Aster,0xB1F32C0e981d87d7F0BC856bF4495e691cF1fcB0,0.0,0.0
Aster,DyhB7jKsAkKuomtniomSDewUa3UBCNBRbne9JjFNHCk7,220213.0293,5.82662615
Aster,0x383322e8f5125dd7efddfb0bd094aa80fe5d23d6,0.0,0.0
Aster,0xdb476C4aebb6d9A50DbE4575dD71BE376218fFa9,1654616.271,23.62851386
Aster,0xC09fF4021Da9E2108a385D8F71bbf770794Ca5D0,13103891.0378,369.82338774
Aster,0x7854B0Cbdec59156A7bDfcA1481297d310A30457,323.084248,0.01130795
Aster,0x19D4E036C458Fb03018726E1B6519AE513B87297,0.0,0.0
Aster,0x5432a69bB1931f74029bc306524a48b640A006BB,0.0,0.0
Aster,0xC22b9ddd9e3D9D0B39F0CE40a3BfDf1e7292dC97,0.0,0.0
Aster,Gg6spap8v2Yo51RDsMYgtSGiUcB7A8uG9Mpuiuhm1eBE,13822.6878,0.48379408
Aster,9BkyeKczDBSG7hALwHPuFbyyjafnmeEgA3ZPEPujSaBE,50.67452,0.00177361
Aster,4qroECsHYTqk7Sda412LiiXofuMj5xhYRHmrKqXbKM8X,0.0,0.0
Aster,HBbfjPsuiVmZ4Bss2BCaaRnHzXcT5ZmAHp9M1ss8F1cc,246779.9639,8.63729852
Aster,0x53FCC9E2e6F82637Bc5a7F2c93CEF0c8FF1ceBeb,357970.08063,12.41326212
Aster,2naBjSxHinPVRj5HJy6Qqr45Jren65sPNM8La2YKFo59,672032.66281,23.52114255
Aster,8ikq5FeCGUB6LE2WcaYjeZxTfykGP8ReNSjJZKVdhfMm,0.0,0.0
Aster,HwqwQ8TM17SGT5qRzkrEkfxYf2sgNtcowHzMjsVr1oax,0.0,0.0
Aster,0x7f185Ae4562bAa4cE75C95EE286A4a92f6500400,0.0,0.0
Aster,0x91c9A046f52D2125B42B5B9F2237c18d7D20095B,0.0,0.0
Aster,0xdfEa17c5810c88BcbceD721BF6d5aD9b1EBfB9Ab,0.0,0.0
Aster,B7G6FbnuqAuxHUnYzYvAnznsYiVc5m8NM2VpP5gvNvmK,0.0,0.0
Aster,0xa55ca84C4932d9Fa42cA52591B3a8d7E48fe5255,0.0,0.0
Aster,3SzF4J6CmcAPkf89Tui6vU2wMbEgvK7SY81isMHyijDw,0.0,0.0
Aster,0xeBd95358C748Ca384078f8cfF16170bb45270711,0.0,0.0
Aster,A6xUzFbFBta2hEHLgfuQBac5ktSi1GnobiDT4R4XPhVt,0.0,0.0
Aster,0xD7cd11997fF0B80A1f3903685e2cea9a4CF190bd,220198.227884,7.70693794
Aster,H5tJv6X3bRGTeLNy9YVqRjSJ3jeFDfjzsyYBuhiDAPSJ,900252.0119,31.50882034
Aster,CysArb61yWFNEAwjcemDthiFY4jbeEohZhgqRJMuKrf1,5348.7356,0.17745575
Aster,0xf891079c1f0eEFA4256Ce67f922871d609DF898D,0.0,0.0
Aster,5Evkt461rfUyjiqyZ3QYbWtYjkcwimW5HbzQ88mtL17H,0.0,0.0
Aster,0xaC1A6A2999C976Efa1cC69f8E214BA356c097700,0.0,0.0
Aster,6KaawzuXf1DL1Akq8dPiJtM5xaTv9MoiLp5mWyXD49i6,0.0,0.0
Aster,9YGxhEcYRKfgXdpwv84WcmTZjyrMF9dXX3Cz1xghJTMo,249636.684445,8.73728369
Aster,2NxUj6S6TAXUa4AwitYDsGePCJieguXRwGLqCyD743Rk,4721.2636,0.16524423
Aster,0xCA59a7536E869eB05A296E5F86F05a8D8580A18D,0.0,0.0
Aster,0x1be1200e71A5e219ca6cD666B2171b1E593f5db9,364638.884987,12.65043196
Aster,GGuQPpxhxg4PJoUNu9TAc3UKwtPYRGTNjiAHm9d3bM9j,502950.31769,17.60326001
Aster,0x295Eb61D0aeC1C56bCAa8B236a5150F1b8115b25,611580.414346,20.16776473
Aster,BxApgjN2tS9QMpxkYZkzvHbD2L5ayxLiAF3BYBQuXkd5,6391.3631,0.22369771
Aster,0x1B0Eb9904f6B7548d1e20c447A418622FC9F15fD,0.0,0.0
Aster,0x8818A613102486BA443e4e09C8D415a6E2CaD90d,128128.7746,3.42446925
Aster,0x2B501e3cc5f326B86968b57FBF412122fa327294,764358.369253,25.80187073
Aster,0x1229dd858fE63041545b54eDF0Fe52EA8fCEA417,521366.85893,18.24784002
Aster,CrQfGB5SdjvdjyLDZDi5LAbhMkJNbq8Cd4JXeSzZX81j,144630.775859,5.06207714
Aster,0xB576Df6d33D9D5d055C20eC4631AEC6b88d14B41,2480238.506748,79.62478116
Aster,42tGoYb3njgR1cStzEvdxpSDC5tuKaQ78BEum4iQ5s7Q,153952.397618,5.38833354
Aster,DoEGNAhL1C646hxZM2cPJcjYieaLeDEQwq4Ko97e9F72,0.0,0.0
Aster,0x5dD8bafAa643E02f520966C923e601C0E69c1F41,10938.234538,0.27618273
Aster,0x089fA2786E2E1CE673d5AF447c8186bCFED69CfA,23000.378579,0.79786671
Aster,0x82AB96E28211041BDC140a7Cc2E043498D5258eA, 2515413.03, 480.65
Backpack,alpha-beta-gama,10456340.045,874.045654,133
Aster,0x82AB96E28211041BDC140a7Cc2E043498D5258eA, 100000.03, 110.65
Aster,HHMvXJo3JP6ySHWjNsJvGmmochuMvXaSdyZ9msR2rovr, 265416.65, 9.54
Aster,0xc86C3F9688669DAb67862bE4b520D3BA9B441222, 1565445.23, 27.56
Backpack,enviously-amiable-mullet,151546,7.5773,20
Backpack,poetic-amiable-mullet,312576,14.06,50
